GEO_ID,State ID,County ID,Census Tract ID,NAME,State Total,Total Non-White,Unemployment Rate Ages 16+,Total Population,Total Population Under 5,Total Population over 64,Total Households,Total Households Below Poverty,Estimate!!Total!!All households,Estimate!!Limited English-speaking households!!All households,Total Households,Housing Burdened Homes,Total,Total Less Than High School Education
1400000US37021002504,37,21,37021002504,"Census Tract 25.04, Buncombe County, North Carolina",4753,261,0.3,4753,232,707,1702,202,1702,32,1317,138,3334,173
1400000US37021002505,37,21,37021002505,"Census Tract 25.05, Buncombe County, North Carolina",6103,1004,3.4,6103,349,1214,1946,115,1946,12,1594,230,4560,342
1400000US37021002506,37,21,37021002506,"Census Tract 25.06, Buncombe County, North Carolina",3399,904,7.2,3399,42,466,1197,142,1197,19,665,174,2365,421
1400000US37021002603,37,21,37021002603,"Census Tract 26.03, Buncombe County, North Carolina",3522,470,5.1,3522,216,828,1301,208,1301,0,1051,175,2683,552
1400000US37021002604,37,21,37021002604,"Census Tract 26.04, Buncombe County, North Carolina",5520,377,0.6,5520,300,850,2095,254,2095,5,1644,222,4210,681
1400000US37021002606,37,21,37021002606,"Census Tract 26.06, Buncombe County, North Carolina",6495,1244,0.6,6495,303,792,1876,216,1876,43,1116,138,4278,598
1400000US37021002607,37,21,37021002607,"Census Tract 26.07, Buncombe County, North Carolina",3762,305,10.7,3762,153,674,1507,117,1507,8,1265,260,2905,292
1400000US37021002608,37,21,37021002608,"Census Tract 26.08, Buncombe County, North Carolina",4609,1152,1.7,4609,128,559,1812,234,1812,85,1006,237,3426,438
1400000US37021002609,37,21,37021002609,"Census Tract 26.09, Buncombe County, North Carolina",1852,154,26.9,1852,176,185,437,33,437,0,278,34,1204,26
1400000US37021002701,37,21,37021002701,"Census Tract 27.01, Buncombe County, North Carolina",3981,811,1.5,3981,294,774,1327,95,1327,69,1026,194,2943,223
1400000US37021002702,37,21,37021002702,"Census Tract 27.02, Buncombe County, North Carolina",4849,335,2.3,4849,242,1201,2072,170,2072,15,1442,281,4007,188
1400000US37021002704,37,21,37021002704,"Census Tract 27.04, Buncombe County, North Carolina",5275,578,0,5275,228,1291,1740,156,1740,0,1460,230,3809,290
1400000US37021002705,37,21,37021002705,"Census Tract 27.05, Buncombe County, North Carolina",1193,0,0,1193,53,288,541,49,541,0,476,15,986,64
1400000US37021002803,37,21,37021002803,"Census Tract 28.03, Buncombe County, North Carolina",5236,1073,5.2,5236,355,856,1598,162,1598,116,1205,255,3726,578
1400000US37021002804,37,21,37021002804,"Census Tract 28.04, Buncombe County, North Carolina",5156,357,1,5156,143,1296,2066,132,2066,0,1637,429,3725,270
1400000US37021002900,37,21,37021002900,"Census Tract 29, Buncombe County, North Carolina",4225,158,1,4225,306,1145,1675,111,1675,16,1251,135,2978,225
1400000US37021003002,37,21,37021003002,"Census Tract 30.02, Buncombe County, North Carolina",8052,878,0.6,8052,543,1364,2680,395,2680,116,2061,398,6030,1093
1400000US37021003003,37,21,37021003003,"Census Tract 30.03, Buncombe County, North Carolina",5565,1351,2.9,5565,172,1061,2398,345,2398,19,1898,386,3909,246
1400000US37021003004,37,21,37021003004,"Census Tract 30.04, Buncombe County, North Carolina",3003,165,1.7,3003,73,438,937,96,937,0,790,187,1925,41
1400000US37021003103,37,21,37021003103,"Census Tract 31.03, Buncombe County, North Carolina",2076,64,4.3,2076,58,490,802,63,802,7,538,115,1650,150
1400000US37021003105,37,21,37021003105,"Census Tract 31.05, Buncombe County, North Carolina",3268,388,5.4,3268,95,947,1215,125,1215,27,959,233,2495,207
1400000US37021003106,37,21,37021003106,"Census Tract 31.06, Buncombe County, North Carolina",1162,95,0,1162,126,324,468,0,468,0,327,28,849,122
1400000US37021003107,37,21,37021003107,"Census Tract 31.07, Buncombe County, North Carolina",4373,496,1.8,4373,234,1347,1950,104,1950,0,1407,143,3331,263
1400000US37021003108,37,21,37021003108,"Census Tract 31.08, Buncombe County, North Carolina",2067,110,5,2067,20,1308,981,48,981,11,412,34,1918,163
1400000US37021003201,37,21,37021003201,"Census Tract 32.01, Buncombe County, North Carolina",1768,119,5,1768,26,525,725,30,725,0,672,117,1392,8
1400000US37021003202,37,21,37021003202,"Census Tract 32.02, Buncombe County, North Carolina",3839,258,3.5,3839,104,1060,1541,108,1541,0,1433,281,3005,128
1400000US37021003203,37,21,37021003203,"Census Tract 32.03, Buncombe County, North Carolina",6464,1216,1.2,6464,184,1110,2191,207,2191,0,1464,239,4451,177
1400000US37021003204,37,21,37021003204,"Census Tract 32.04, Buncombe County, North Carolina",5259,496,5,5259,304,1045,2045,212,2045,0,1766,331,3905,111
1400000US37021003205,37,21,37021003205,"Census Tract 32.05, Buncombe County, North Carolina",1386,136,2.2,1386,60,462,721,258,721,0,420,63,1186,210
1400000US37023020100,37,23,37023020100,"Census Tract 201, Burke County, North Carolina",4246,392,19.5,4246,151,664,1590,458,1590,0,1265,296,2952,736
1400000US37023020202,37,23,37023020202,"Census Tract 202.02, Burke County, North Carolina",4463,926,2.7,4463,265,862,1622,207,1622,7,1228,150,3246,419
1400000US37023020203,37,23,37023020203,"Census Tract 202.03, Burke County, North Carolina",3283,626,19.7,3283,134,1080,1287,193,1287,0,1106,114,2763,387
1400000US37023020204,37,23,37023020204,"Census Tract 202.04, Burke County, North Carolina",2515,430,5.4,2515,0,402,1093,93,1093,0,979,73,2111,390
1400000US37023020301,37,23,37023020301,"Census Tract 203.01, Burke County, North Carolina",5379,1150,5.7,5379,273,1009,2128,227,2128,46,1755,280,3970,662
1400000US37023020303,37,23,37023020303,"Census Tract 203.03, Burke County, North Carolina",4779,591,1.9,4779,101,985,1878,213,1878,0,1587,163,3471,404
1400000US37023020304,37,23,37023020304,"Census Tract 203.04, Burke County, North Carolina",2094,131,6.9,2094,55,566,1037,173,1037,43,905,193,1669,267
1400000US37023020500,37,23,37023020500,"Census Tract 205, Burke County, North Carolina",2774,1245,0.8,2774,194,552,1216,307,1216,145,688,106,1952,266
1400000US37023020600,37,23,37023020600,"Census Tract 206, Burke County, North Carolina",5942,2767,3.4,5942,404,1342,2181,524,2181,172,1100,169,3647,919
1400000US37023020801,37,23,37023020801,"Census Tract 208.01, Burke County, North Carolina",5788,404,7.7,5788,200,1181,2327,355,2327,6,1849,353,4495,470
1400000US37023020802,37,23,37023020802,"Census Tract 208.02, Burke County, North Carolina",3202,872,0.6,3202,118,789,1369,142,1369,131,974,148,2425,316
1400000US37023020901,37,23,37023020901,"Census Tract 209.01, Burke County, North Carolina",3567,291,0.8,3567,217,983,1460,76,1460,0,1059,63,2759,353
1400000US37023020902,37,23,37023020902,"Census Tract 209.02, Burke County, North Carolina",3329,341,2.8,3329,253,796,1369,172,1369,78,1125,67,2348,322
1400000US37023021000,37,23,37023021000,"Census Tract 210, Burke County, North Carolina",5003,802,9.2,5003,245,799,2050,251,2050,7,1568,141,3634,566
1400000US37023021100,37,23,37023021100,"Census Tract 211, Burke County, North Carolina",6286,539,2.8,6286,407,933,2368,404,2368,8,1713,280,4617,625
1400000US37023021201,37,23,37023021201,"Census Tract 212.01, Burke County, North Carolina",3786,364,2.6,3786,154,752,1564,301,1564,0,1181,162,2982,454
1400000US37023021202,37,23,37023021202,"Census Tract 212.02, Burke County, North Carolina",4491,654,2,4491,157,1003,1798,347,1798,0,1377,147,3225,646
1400000US37023021203,37,23,37023021203,"Census Tract 212.03, Burke County, North Carolina",3509,664,9.9,3509,48,808,1370,230,1370,0,1201,174,2532,427
1400000US37023021301,37,23,37023021301,"Census Tract 213.01, Burke County, North Carolina",5320,1186,8.8,5320,131,848,1662,387,1662,0,1143,189,3674,952
1400000US37023021302,37,23,37023021302,"Census Tract 213.02, Burke County, North Carolina",3330,212,12.2,3330,173,447,1239,237,1239,0,1050,192,2675,424
1400000US37023021400,37,23,37023021400,"Census Tract 214, Burke County, North Carolina",4743,2154,7.1,4743,501,960,1768,317,1768,149,675,44,3037,705
1400000US37025040501,37,25,37025040501,"Census Tract 405.01, Cabarrus County, North Carolina",8405,5118,6.2,8405,976,875,2437,363,2437,0,1757,216,5540,515
1400000US37025040502,37,25,37025040502,"Census Tract 405.02, Cabarrus County, North Carolina",6234,1651,11.6,6234,343,847,2216,359,2216,0,1372,286,3911,603
1400000US37025040600,37,25,37025040600,"Census Tract 406, Cabarrus County, North Carolina",5442,766,0.7,5442,238,1323,2203,174,2203,13,1724,347,4116,155
1400000US37025040701,37,25,37025040701,"Census Tract 407.01, Cabarrus County, North Carolina",2148,948,12.8,2148,203,280,719,234,719,7,401,97,1294,193
1400000US37025040703,37,25,37025040703,"Census Tract 407.03, Cabarrus County, North Carolina",2709,1658,12.7,2709,114,522,911,247,911,52,235,80,1862,465
1400000US37025040704,37,25,37025040704,"Census Tract 407.04, Cabarrus County, North Carolina",3453,1335,3.2,3453,153,766,1375,247,1375,22,683,254,2375,284
1400000US37025040705,37,25,37025040705,"Census Tract 407.05, Cabarrus County, North Carolina",3684,1680,4.1,3684,318,468,1253,130,1253,0,871,268,2664,121
1400000US37025040800,37,25,37025040800,"Census Tract 408, Cabarrus County, North Carolina",4092,1995,17.6,4092,340,559,1477,188,1477,20,804,211,2553,375
1400000US37025040900,37,25,37025040900,"Census Tract 409, Cabarrus County, North Carolina",1930,774,5.3,1930,44,480,803,74,803,12,455,102,1391,139
1400000US37025041001,37,25,37025041001,"Census Tract 410.01, Cabarrus County, North Carolina",3092,1101,4.4,3092,116,457,1033,53,1033,36,696,44,1876,103
1400000US37025041002,37,25,37025041002,"Census Tract 410.02, Cabarrus County, North Carolina",3250,1432,13.1,3250,230,367,1195,225,1195,0,380,187,2101,597
1400000US37025041100,37,25,37025041100,"Census Tract 411, Cabarrus County, North Carolina",6097,1412,4.7,6097,498,757,2487,237,2487,36,1974,543,4473,577
1400000US37025041201,37,25,37025041201,"Census Tract 412.01, Cabarrus County, North Carolina",3853,1423,4.9,3853,200,542,1264,122,1264,60,959,83,2868,213
1400000US37025041202,37,25,37025041202,"Census Tract 412.02, Cabarrus County, North Carolina",5897,1994,2.9,5897,163,1198,1982,134,1982,0,1128,102,4106,181
1400000US37025041301,37,25,37025041301,"Census Tract 413.01, Cabarrus County, North Carolina",7475,2308,4.5,7475,557,1100,2353,66,2353,32,2129,419,4955,226
1400000US37025041304,37,25,37025041304,"Census Tract 413.04, Cabarrus County, North Carolina",8471,4113,1.2,8471,920,368,2523,222,2523,0,2177,473,4697,164
1400000US37025041305,37,25,37025041305,"Census Tract 413.05, Cabarrus County, North Carolina",2633,549,1.9,2633,114,358,816,24,816,0,741,144,1830,57
1400000US37025041306,37,25,37025041306,"Census Tract 413.06, Cabarrus County, North Carolina",4998,2740,9.3,4998,524,320,1804,31,1804,0,1201,246,3281,304
1400000US37025041307,37,25,37025041307,"Census Tract 413.07, Cabarrus County, North Carolina",8183,3741,7.6,8183,397,314,2285,0,2285,0,2139,197,4635,119
1400000US37025041503,37,25,37025041503,"Census Tract 415.03, Cabarrus County, North Carolina",5650,2609,2.4,5650,284,471,1695,54,1695,60,1609,307,3697,117
1400000US37025041504,37,25,37025041504,"Census Tract 415.04, Cabarrus County, North Carolina",4305,1290,2.8,4305,178,391,1357,20,1357,22,1221,201,2841,49
1400000US37025041505,37,25,37025041505,"Census Tract 415.05, Cabarrus County, North Carolina",8479,3890,2.6,8479,686,598,2247,140,2247,25,2101,256,4734,139
1400000US37025041506,37,25,37025041506,"Census Tract 415.06, Cabarrus County, North Carolina",5148,1685,3.2,5148,218,851,1698,110,1698,0,1583,273,3671,66
1400000US37025041507,37,25,37025041507,"Census Tract 415.07, Cabarrus County, North Carolina",3622,461,4.6,3622,233,414,1153,60,1153,0,1038,125,2337,215
1400000US37025041602,37,25,37025041602,"Census Tract 416.02, Cabarrus County, North Carolina",3843,1062,11,3843,273,693,1355,203,1355,0,1110,240,2634,406
1400000US37025041603,37,25,37025041603,"Census Tract 416.03, Cabarrus County, North Carolina",4501,1065,1.6,4501,325,453,1473,144,1473,42,1183,260,3027,111
1400000US37025041604,37,25,37025041604,"Census Tract 416.04, Cabarrus County, North Carolina",3895,100,1.3,3895,59,589,1342,101,1342,0,1207,214,2705,119
1400000US37025041701,37,25,37025041701,"Census Tract 417.01, Cabarrus County, North Carolina",3879,690,3.3,3879,131,773,1362,85,1362,7,1112,198,2784,354
1400000US37025041702,37,25,37025041702,"Census Tract 417.02, Cabarrus County, North Carolina",3641,508,8.6,3641,141,364,1046,107,1046,27,790,108,2272,182
1400000US37025041901,37,25,37025041901,"Census Tract 419.01, Cabarrus County, North Carolina",2863,2031,9.9,2863,156,290,751,307,751,117,474,215,1703,560
1400000US37025041902,37,25,37025041902,"Census Tract 419.02, Cabarrus County, North Carolina",3423,1768,6.1,3423,275,528,1438,276,1438,8,538,127,2403,398
1400000US37025042000,37,25,37025042000,"Census Tract 420, Cabarrus County, North Carolina",6301,2654,5.1,6301,280,694,1941,254,1941,10,1376,285,4081,886
1400000US37025042101,37,25,37025042101,"Census Tract 421.01, Cabarrus County, North Carolina",3759,3426,5.6,3759,412,359,1369,190,1369,56,641,306,2531,708
1400000US37025042102,37,25,37025042102,"Census Tract 421.02, Cabarrus County, North Carolina",4103,1207,4.2,4103,349,687,1503,168,1503,0,1172,183,2708,510
1400000US37025042201,37,25,37025042201,"Census Tract 422.01, Cabarrus County, North Carolina",3014,1008,12.5,3014,325,346,1128,99,1128,0,636,123,1989,54
1400000US37025042202,37,25,37025042202,"Census Tract 422.02, Cabarrus County, North Carolina",4385,975,4.4,4385,323,772,1566,47,1566,49,1342,361,3276,425
1400000US37025042300,37,25,37025042300,"Census Tract 423, Cabarrus County, North Carolina",4170,1882,2.4,4170,106,982,1896,224,1896,114,970,256,3219,423
1400000US37025042401,37,25,37025042401,"Census Tract 424.01, Cabarrus County, North Carolina",4332,700,3.5,4332,514,757,1499,189,1499,29,1186,195,3062,133
1400000US37025042402,37,25,37025042402,"Census Tract 424.02, Cabarrus County, North Carolina",6403,4577,7,6403,392,481,2174,278,2174,63,673,50,3375,549
1400000US37025042501,37,25,37025042501,"Census Tract 425.01, Cabarrus County, North Carolina",4711,1364,3.8,4711,181,560,1625,89,1625,5,1330,177,3398,375
1400000US37025042502,37,25,37025042502,"Census Tract 425.02, Cabarrus County, North Carolina",2444,849,3.9,2444,181,459,940,135,940,0,564,34,1766,222
1400000US37025042503,37,25,37025042503,"Census Tract 425.03, Cabarrus County, North Carolina",5327,1275,2,5327,253,1141,2073,140,2073,83,1509,342,3895,249
1400000US37025042504,37,25,37025042504,"Census Tract 425.04, Cabarrus County, North Carolina",1634,562,4.2,1634,44,201,540,12,540,8,443,44,1225,53
1400000US37025042601,37,25,37025042601,"Census Tract 426.01, Cabarrus County, North Carolina",6528,1558,5.4,6528,185,1130,2170,90,2170,0,1808,285,4320,141
1400000US37025042602,37,25,37025042602,"Census Tract 426.02, Cabarrus County, North Carolina",4211,2187,2.3,4211,217,263,1514,52,1514,18,1031,210,2736,108
1400000US37025042603,37,25,37025042603,"Census Tract 426.03, Cabarrus County, North Carolina",9542,3370,1.7,9542,372,1250,3455,227,3455,167,2410,386,6603,464
1400000US37025042604,37,25,37025042604,"Census Tract 426.04, Cabarrus County, North Carolina",5041,1319,5.9,5041,177,667,1521,96,1521,11,1230,245,3246,273
1400000US37027030100,37,27,37027030100,"Census Tract 301, Caldwell County, North Carolina",5460,2956,7.5,5460,529,1019,2247,397,2247,49,1180,94,3488,620
1400000US37027030200,37,27,37027030200,"Census Tract 302, Caldwell County, North Carolina",5093,495,5,5093,148,1202,2075,476,2075,0,1471,196,3693,1098
1400000US37027030300,37,27,37027030300,"Census Tract 303, Caldwell County, North Carolina",3926,716,15.2,3926,154,927,1543,199,1543,11,1234,195,2918,522
1400000US37027030400,37,27,37027030400,"Census Tract 304, Caldwell County, North Carolina",3880,766,4.8,3880,252,638,1562,362,1562,63,896,192,2745,584
1400000US37027030500,37,27,37027030500,"Census Tract 305, Caldwell County, North Carolina",5453,989,8.9,5453,206,1364,2107,290,2107,0,1514,212,4194,671
1400000US37027030600,37,27,37027030600,"Census Tract 306, Caldwell County, North Carolina",4351,491,3.7,4351,192,709,1769,222,1769,0,1423,341,3044,579
1400000US37027030700,37,27,37027030700,"Census Tract 307, Caldwell County, North Carolina",6805,580,6.1,6805,242,1286,2533,428,2533,0,1821,157,5139,1044
1400000US37027030801,37,27,37027030801,"Census Tract 308.01, Caldwell County, North Carolina",2843,151,6.6,2843,227,809,1198,201,1198,0,998,69,2253,330
1400000US37027030802,37,27,37027030802,"Census Tract 308.02, Caldwell County, North Carolina",3753,276,5.5,3753,215,620,1463,235,1463,0,1133,216,2713,682
1400000US37027030900,37,27,37027030900,"Census Tract 309, Caldwell County, North Carolina",5044,102,4.2,5044,250,883,1837,190,1837,8,1588,240,3353,586
1400000US37027031000,37,27,37027031000,"Census Tract 310, Caldwell County, North Carolina",2969,170,8.1,2969,137,752,1176,90,1176,13,925,97,2390,402
1400000US37027031100,37,27,37027031100,"Census Tract 311, Caldwell County, North Carolina",4323,368,1.7,4323,157,886,1693,173,1693,7,1210,199,3215,612
1400000US37027031201,37,27,37027031201,"Census Tract 312.01, Caldwell County, North Carolina",3938,373,4.8,3938,145,908,1642,144,1642,0,1238,269,3051,694
1400000US37027031202,37,27,37027031202,"Census Tract 312.02, Caldwell County, North Carolina",5154,350,4.5,5154,298,762,1913,323,1913,0,1380,194,3492,613
1400000US37027031301,37,27,37027031301,"Census Tract 313.01, Caldwell County, North Carolina",4592,516,8.8,4592,163,854,1767,65,1767,12,1593,183,3143,197
1400000US37027031302,37,27,37027031302,"Census Tract 313.02, Caldwell County, North Carolina",4104,253,3.6,4104,280,740,1648,107,1648,30,1309,160,2920,476
1400000US37027031401,37,27,37027031401,"Census Tract 314.01, Caldwell County, North Carolina",3280,363,1.2,3280,102,829,1510,154,1510,0,1113,128,2516,433
